"product_title","location","account_seller","price","review","installment","rating","brand_hp"
"Xiaomi Redmi Note 7 4/64GB Garansi Resmi TAM","Jakarta","Willsoon Store",2650000,100,110417,5,"xiaomi"
"Xiaomi Redmi Note 7 4/64GB TAM","Tangerang","Myfon Teleshop Official",2620000,49,109167,5,"xiaomi"
"READY BNIB iPhone 16GB 6S SPACE GREY garansi apple inter 1 th ori","Jakarta","Big Berry Cellular",6448000,19,268667,4.7,"apple"
"NOKIA 105","Kab. Bantul","alselly shop",250000,14,10417,5,"nokia"
"Samsung Galaxy J2 Core - 1GB/8GB - Garansi Resmi 1 tahun SEIN","Jakarta","ucell cempaka",1050000,14,43750,4.7,"samsung"
"Elephone S1 5.0-inch HD Display Fingerprint Garansi 1 Tahun","Jakarta","Doki Store",770000,20,32084,4.6,"lain-lain"
"Nokia N216 Garansi Resmi 1 Tahun","Medan","Kedai_Online",440000,15,18334,4.7,"nokia"
"Samsung a6 new grs resmi sein","Jakarta","arena phone cell",1975000,19,82292,5,"samsung"
"(READY STOCK) iPhone X 256GB GRAY Garansi Resmi Apple 1 Tahun","Kab. Bandung","RajaPonselcom",14375000,13,598959,4.8,"apple"
"samsung m10 2/16 new grs resmi sein","Jakarta","arena phone cell",1520000,21,63334,5,"samsung"
"Samsung Galaxy A50 6/128","Jakarta","hoki shop 77",5069000,9,211209,5,"samsung"
"OPPO F11 4/128GB New Arival Garansi Resmi Oppo Indonesia","Kab. Cirebon","Inti Jaya889",3699000,14,154125,5,"oppo"
"READY BNIB iPhone 128GB 7 Plus BLACK garansi apple inter 1th","Jakarta","stevenc store",8900000,16,370834,4.9,"apple"
"Oppo A3s RAM 2GB ROM 16GB GARANSI RESMI OPPO","Jakarta","Cellular Mas",1799000,21,74959,5,"oppo"
"xiaomi redmi 6a","Semarang","MR.LOLO",1187000,32,49459,4.9,"xiaomi"
"Samsung Galaxy J6 Plus 3GB/32GB / J6+ Ram 3 Rom 32 Garansi Resmi - Red","Jakarta","bursacell1875",2165000,15,90209,4.9,"samsung"
"IPHONE 7 32GB RED REFURBISH","Jakarta","SHUN LI CELL",3050000,11,127084,5,"apple"
"Oppo F9 smartphone","Surabaya","sevenfriday original",4199000,13,174959,5,"oppo"
"Redmi Go","Surabaya","jk_komp",1500000,19,62500,5,"xiaomi"
"OPPO F3 Plus RAM 4GB ROM 64GB Garansi Resmi","Jakarta","Jakarta Jaya Shop",3415000,18,142292,5,"oppo"
"Xiaomi Redmi Note 7 3/32GB TAM","Tangerang","Myfon Teleshop Tangcity",2125000,40,88542,5,"xiaomi"
"iPhone 6s 16Gb second fullset","Jakarta","Sbasecamp",2450000,14,102084,4.6,"apple"
"Realme 3 Pro - 4GB/64GB - Garansi Resmi","Jakarta","ucell cempaka",3300000,32,137500,4.8,"realme"
"Xiaomi Redmi Note 4 Pro Snapdragon 625 3/32 Black (4X)","Jakarta","Seller Handphone",1899000,20,79125,4.7,"xiaomi"
"IPHONE 6 16GB GOLD REFURBISH","Jakarta","PhoneSeven",1950000,18,81250,4.9,"apple"
"Vivo Y95 new garansi resmi 1 tahun ram 4gb internal 32gb merah","Jakarta","vanilla mobile new",2140000,16,89167,4.8,"vivo"
"ADVAN S50 4G 5 inch 1 GB 8 GB UNLIMITED INDOSAT","Jakarta","Advan Official Store",749000,6,31209,4.5,"lain-lain"
"SAMSUNG GALAXY S9+ S9PLUS S9 PLUS LILAC PURPLE UNGU RESMI ORGINAL SEIN","Jakarta","Laku8pedia",8988000,15,374500,5,"samsung"
"Xiaomi Redmi Note 5 3/32GB Garansi Resmi TAM","Jakarta","Gudang-HP",1975000,237,82292,4.8,"xiaomi"
"iPhone 6S 32GB Second Seken ORI - CAMERA SILENT","Jakarta","kino phone cell",2450000,67,102084,4.4,"apple"
"NOKIA 5310 GSM","Kab. Bekasi","Pedia Cellular",285000,47,11875,4.5,"nokia"
"Samsung note 8 duos bekas second fullset","Jakarta","QQ store168",5500000,24,229167,4.9,"samsung"
"Original [NEW] Huawei Honor 7A RAM 3GB Internal 32GB Garansi Resmi 1","Banjarmasin","PacifiCell",2125000,4,88542,4.5,"huawei"
"Evercoss V1M Evercross Garansi Resmi 1 Tahun Nasional","Pontianak","leny shopp",150000,1,6250,3,"evercoss"
"Oppo F1s plus 4G LTE Ram 4 GB mmc 64GB","Jakarta","toko mobileworld",2800000,19,116667,4.6,"oppo"
"Asus Zenfone Max Pro M1 RAM 6GB (6/64 GB) - Garansi Resmi Asus 128","Jakarta","Hestamma_AesTec",3150000,7,131250,5,"asus"
"Samsung Galaxy A6 - Blue & Gold - 3GB/32GB - Garansi Resmi SEIN","Jakarta","ucell cempaka",1975000,17,82292,4.9,"samsung"
"Hp Samsung B310 Garansi Resmi 1 Tahun","Jakarta","Y&K STORE",290000,18,12084,5,"samsung"
"HP MEIZU C9 2/16 Resmi","Bekasi","vin's olshop",819000,65,34125,4.9,"meizu"
"XIAOMI REDMI NOTE 4X (3GB/32GB) GARANSI DISTRIBUTOR 1 TAHUN","Jakarta","Lucky_89 Store",1280000,154,53334,4.8,"xiaomi"
"Samsung Galaxy S10+ S10 Plus 128 Garansi Resmi Sein","Jakarta","Moshi Moshi The Label",11549000,150,481209,5,"samsung"
"SONY XPERIA Z3 BIG MULUS RAM 3GB ROM 32GB DOCOMO/JAPAN BERGARANSI","Jakarta","Season city cell",735000,199,30625,4.4,"sony"
"Realme 2 - 3 GB / 32 GB - Garansi Resmi by OPPO","Jakarta","MW Tech",1899999,325,79167,4.9,"realme"
"XIAOMI REDMI NOTE 7 4/64 GB","Jakarta","b2b mobile",2360000,910,98334,4.9,"xiaomi"
"SAMSUNG GALAXY M20 RAM 3GB INTERNAL 32GB 3/32 - GARANSI RESMI SEIN","Jakarta","Shopyz ID",2220000,590,92500,5,"samsung"
"Xiaomi Redmi Note 4 Snapdragon / Redmi Note 4X - 4 Pro - Original","Jakarta","Shopyz ID",1550000,533,64584,4.7,"xiaomi"
"OPPO F3 / GARANSI RESMI OPPO INDONESIA 1 THN","Jakarta","OVANST0RE",2400000,558,1e+05,4.8,"oppo"
"Xiaomi Redmi Note 4 Pro ( 4X ) - Ram 3GB 32GB (3/32 GB) Snapdragon","Jakarta","wawancell",1394900,1029,58121,4.6,"xiaomi"
"REPLIKA KING COPY IPHONE 6S HDC OCTA 4.7"" INCHI REAL GRADE A+++","Bandung","Tranz HP",1630000,20,67917,4.5,"apple"
"Xiomi Mi A1 4/64","Jakarta","Caldera_ADV",2700000,23,112500,4.5,"lain-lain"
"Samsung Galaxy S6 Edge - 64Gb - Garansi Reami - BNOB","Jakarta","Jihan Gadget",2499000,20,104125,4.3,"samsung"
"Samsung Galaxy A50 Black 64GB","Kab. Deli Serdang","papacase",3800000,10,158334,5,"samsung"
"NUBIA M2 RAM 4/64 TERMURAH","Surabaya","Ponselindo wtc",2125000,11,88542,4.8,"lain-lain"
"Iphone 6 Plus 64Gb Gold","Jakarta","Senjaya Selindo",3950000,15,164584,4.8,"apple"
"MITO 122 MIRIP NOKIA","Jakarta","Namsbeauty",139900,17,5830,4.4,"nokia"
"Iphone 6 64gb new","Jakarta","Jed Store handphone",3200000,15,133334,5,"apple"
"Xiaomi Redmi Note 5A RAM 2GB ROM 16GB GARANSI RESMI TAM","Jakarta","Angel Phone Shop",1375000,15,57292,4.9,"xiaomi"
"SAMSUNG B109E KEYSTONE 3 BLACK","Jakarta","Emperor Gadget",259000,25,10792,4,"samsung"
"Custom order: bundling xiaomi mi 6 pro black dan mi 2 4G black","Jakarta","Apple1st",4045000,9,168542,5,"xiaomi"
"Samsung Galaxy J2 Prime Resmi Sein Ram 1.5/8 Gb","Jakarta","putraborneo88",1350000,11,56250,4.9,"samsung"
"XIOMI REDMI NOTE 4X 3/32-GARANSI GLOBAL - BAHASA INDONESIA","Jakarta","nusantara celluler",1679000,20,69959,4.8,"xiaomi"
"SAMSUNG GALAXY A6 2018 RESMI","Bandung","DiamondCell",2220000,14,92500,4.7,"samsung"
"Samsung Galaxy J7 Pro 32GB Gold Garansi Resmi","Jakarta","Oyo Cell",2800000,16,116667,4.9,"samsung"
"VIVO V9 ( FREE GIFT ) GARANSI RESMI VIVO INDONESIA","Jakarta","Grandstore cell",3240000,20,135000,4.4,"vivo"
"Huawei Honor 8x","Tangerang","dylanstore",3600000,11,150000,5,"huawei"
"XIAOMI REDMI MI NOTE 5A PRIME/ PRO RAM 4GB/ 64GB NEW BNIB","Kab. Klaten","Centra Grosir City",2049000,14,85375,4.4,"xiaomi"
"Xiaomi Redmi 2 1/8 4G","Jakarta","Hoki Cell Online",517999,421,21584,4.2,"xiaomi"
"Softcase Vivo V5 Plus X9 V5+ 5.5 inchi Ultrathin Silikon Elastis","Jakarta","Agen Aksesoris Hp",5700,17,238,4.4,"vivo"
"Redmi 6a TAM","Kab. Bojonegoro","evo gadget",1245000,42,51875,5,"xiaomi"
"Samsung Galaxy A7 2018 Garansi Resmi","Pasuruan","Thiafashion1234",4e+06,8,166667,5,"samsung"
"Lenovo K5 Note Ram 4GB Internal 64GB Garansi Distributor 1 Tahun","Tangerang","storearuna",2e+06,15,83334,5,"lenovo"
"XIAOMI REDMI NOTE 4X RAM 3 ROM 32GB BLACK GARANSI 1 TAHUN DISTRIBUTOR","Bogor","EMPEROR CELL",1300000,16,54167,4.8,"xiaomi"
"Handphone hand phone smartfren andromax 4G Lte prime unlimited 30 hari","Medan","fonzgalz",350000,3,14584,5,"smartfren"
"Xiaomi Redmi 5 plus 4GB / 64GB TAM","Jakarta","WulansShoppy",2500000,19,104167,4.9,"xiaomi"
"Samsung J2 Prime RAM 1.5GB ROM 8GB Garansi SEIN 1th","Kab. Tangerang","Kayle",1180000,117,49167,4.9,"samsung"
"NEW IPHONE XS 64GB 64 GOLD SILVER SPACE GREY / GRAY","Jakarta","tokohapedia",14049000,50,585375,4.9,"apple"
"Xiaomi Mimax 3 Garansi Distributor 4GB RAM 64GB ROM Global Version","Pekanbaru","Phen Batam Bag",3450000,14,143750,5,"xiaomi"
"Nokia 105 Tam","Semarang","MAIN CELL",250000,11,10417,5,"nokia"
"Iphone 6 16GB","Semarang","FitnessAddict Suplemen",2e+06,10,83334,4.4,"apple"
"Handphone samsung galaxy J4","Medan","Kertajaya House",2e+06,15,83334,5,"samsung"
"XIAOMI REDMI 2 RAM 1GB INTERNAL 8GB - GARANSI DISTRIBUTOR 1 TH","Jakarta","Pattra Celullar",540000,15,22500,4.5,"xiaomi"
"VIVO V15 GARANSI RESMI","Jakarta","de'store",4010000,9,167084,5,"vivo"
"Samsung Galaxy J2 Prime","Kab. Tangerang","Citra-Gadget",1122000,224,46750,4.9,"samsung"
"Redmi 6A Garansi Resmi TAM","Kab. Lamongan","Mi Memory",1190000,79,49584,4.9,"xiaomi"
"Rekomendasi kami ! Nokia 150 - Limited Time Offer","Jakarta","Eben Haezer Net",409000,15,17042,5,"nokia"
"BRANCODE B81//Hp powerbank mirip hp PRINCE pc-9000","Jakarta","MOzecustom shop",5e+05,25,20834,4.9,"lain-lain"
"Redmi Note 7","Tegal","Zidni Naked",2249999,8,93750,4.9,"xiaomi"
"Batre ACER Liquid Z320 Z330 4.5 inchi Baterai LOG-ON Double Power IC","Jakarta","Agen Aksesoris Hp",57700,18,2405,4.2,"acer"
"OPPO A3s Smartphone AI Beauty 2.0 Camera 3GB/32GB Red","Jakarta","sukarame acc",2699000,16,112459,5,"oppo"
"Sony Xperia Z5 Big - Jakarta GOJEK - Mulus - DOCOMO - Fullset","Jakarta","bstore_jakarta",890000,79,37084,4.6,"sony"
"Xiaomi Redmi S2 3/32 Garansi Resmi TAM","Jakarta","Sinar Artha Mobile",1637000,14,68209,5,"xiaomi"
"Samsung s8 plus new grs internasional","Jakarta","arena phone cell",5900000,15,245834,4.4,"samsung"
"Oppo F9 RAM 4GB Garansi Resmi 1 Tahun","Jakarta","Sinar Sh0p",3499000,16,145792,5,"oppo"
"Apple iPhone 6 Plus 64Gb","Jakarta","Hopz Market",4200000,6,175000,5,"apple"
"Hp iPhone / Handphone iPhone 6S 64GB No Fingerprint - Ori ( SECOND )","Jakarta","Tulus dingital168",2200000,15,91667,4.9,"apple"
"SAMSUNG LEVEL U SERIES BLUETOOTH STEREO HEADSET HANDSFREE WIRELESS OEM","Jakarta","kenzie grup",320000,9,13334,5,"samsung"
"Nokia 130 garansi resmi","Medan","ace cellular",295000,22,12292,5,"nokia"
"BNIB Samsung Galaxy A7 64GB 2018 Garansi Samsung Indonesia","Surabaya","tommysby",3990000,18,166250,4.8,"samsung"
"IPHONE 6S 16GB ROSE GOLD REFURBISH","Jakarta","SHUN LI CELL",2150000,14,89584,4.4,"apple"
"(READY STOCK) NEW IPHONE 8 PLUS 64GB SPACE GREY GARANSI INTERNASIONAL","Jakarta","iGadgetMart",10950000,20,456250,5,"apple"
"OPPO REALME C1 2/16 GB new resmi","Medan","TKSERBASERBI-COM",2e+06,18,83334,5,"oppo"
"Nokia 2300 refurbished","Bekasi","adc cell",195000,13,8125,4.8,"nokia"
"[GREENPEEL] iPhone X 64gb silver original garansi apple 1 THN","Jakarta","iPhone 7 asli pasti",11900000,16,495834,4.9,"apple"
"Wiko Tommy 3 Plus Anthracite Mirror 2GB/16GB SMARTPHONE 4G Fullview","Jakarta","Wiko Official Store",1099000,22,45792,4.9,"wiko"
"IPHONE 6 64GB","Kab. Bogor","dronwi",4e+06,16,166667,4.9,"apple"
"IPHONE 6 64GB","Kab. Bogor","dronwi",4e+06,16,166667,4.9,"apple"
"Nokia 105 Dual Sim Card NEW 2017","Jakarta","Store Xiaomi",150000,7,6250,3.3,"nokia"
"Xiaomi Redmi 6A Ram 2Gb Internal 16Gb Garansi Distributor 1Thn","Jakarta","mi-pedia",1125000,672,46875,4.9,"xiaomi"
"Xiaomi Redmi Note 5 Pro Ram 4/64Gb GARANSI RESMI TAM","Jakarta","Senjaya Selindo",2670000,524,111250,4.9,"xiaomi"
"Xiaomi Redmi 6A [2/16] Garansi Distributor","Jakarta","3Pro E-Store",1125000,484,46875,4.9,"xiaomi"
"XIAOMI MI A2 4/64 RAM 4GB ROM 64GB MIA2 GARANSI RESMI TAM","Jakarta","enterphone2",2225000,325,92709,4.9,"xiaomi"
"XIAOMI MI A2 4/64 RAM 4GB ROM 4GB MIA2 GARANSI RESMI TAM","Jakarta","Kreasindo Online",2230000,417,92917,4.9,"xiaomi"
"SAMSUNG CARAMEL GT-1272","Jakarta","larossa acesories",380000,7,15834,5,"samsung"
"XIAOMI REDMI 5 PLUS BLACK - RAM 3GB INTERNAL 32GB - Garansi 1 Tahun","Jakarta","Shopyz ID",1799999,362,75000,4.8,"xiaomi"
"Xiaomi Redmi Note 4 x / 4x Ram 4GB 64GB (4/64 GB) High Eidition Black","Jakarta","wawancell",1869800,1475,77909,4.6,"xiaomi"
"Xiaomi Redmi Note 4 Pro (4X) - 3GB 32GB (3/32 GB) Snapdragon - Black","Jakarta","wawancell",1394900,1184,58121,4.6,"xiaomi"
"Xiaomi Redmi 5A Prime - Ram 3GB / 32GB (3/32 GB) - Grey","Jakarta","wawancell",1349800,591,56242,4.6,"xiaomi"
"Prince PC 9000 HP PowerBank PC9000 Power Bank 3 Sim Card","Jakarta","Laku8pedia",244900,956,10205,4.7,"lain-lain"
"Samsung lipat flip Caramel GT-E1272 samsung hp murah handphone baru","Jakarta","grosirr shop online",175000,472,7292,4.4,"samsung"
"Samsung Galaxy A30 4/64 GB","Jakarta","Paulus Shop",4e+06,8,166667,5,"samsung"
"Samsung Galaxy Note 9 Sein Segel","Jakarta","Moshi Moshi The Label",10490000,138,437084,5,"samsung"
"[BEST PRICE]iPhone 7 Plus 128GB Gold BNIB Garansi 1 Tahun Apple FU","Jakarta","New Rizkyapple",9350000,16,389584,4.8,"apple"
"OPPO F3 PLUS 4/64 garansi resmi","Kab. Bekasi","siausunfung",4500000,17,187500,5,"oppo"
"Samsung Galaxy A50 - 4GB/64GB","Jakarta","Disti's",4099000,12,170792,5,"samsung"
"Lenovo P70 Garansi Resmi","Jakarta","Jihan Gadget",999000,18,41625,4.9,"lenovo"
"sony docomo z3 compact","Jakarta","ChooseMee",750000,49,31250,4.9,"sony"
"Samsung s6 edge. Ex inter. Docomo. 64gb. Mulus","Jakarta","raracell",2400000,20,1e+05,5,"samsung"
"Hp advan ilite 4G LTE Ram 1GB garansi resmi","Kab. Tangerang","SSfashion88",925000,10,38542,5,"lain-lain"
"Samsung Galaxy J8 3/32Gb","Surabaya","Wonorejo Cell",3099000,7,129125,4.9,"samsung"
"BLACKVIEW BV8000 PRO RAM 6GB 64GB | HP OUTDOOR | NEW | ORI | ARYASTORE","Pekanbaru","AryaStore",3230000,17,134584,4.6,"lain-lain"
"Huawei Y7 pro","Tangerang","dylanstore",1950000,12,81250,4.8,"huawei"
"Xiaomi Mi A1 Casing Slim Matte","Jakarta","Clevoekz Gadget",25000,21,1042,4.6,"xiaomi"
"Oppo A3s 2/16 Garansi Resmi","Pontianak","leny shopp",1849000,3,77042,5,"oppo"
"Samsung Galaxy S8 Plus 64GB 1SIM GLOBAL S8+ Mulus - Fullset - Normal","Batam","@ EvoStore",4350000,19,181250,4.8,"samsung"
"LG G4 Dual Sim 3/32 GB - Garansi Resmi - BNOB","Jakarta","Jihan Gadget",1599000,25,66625,4.4,"lg"
"Xiaomi Redmi Note 4 RAM 3GB ROM 64GB Garansi Distributor 1 Tahun","Jakarta","warung gadget888",1255000,5,52292,4.8,"xiaomi"
"[NEW ARRIVAL] iPhone 8 64GB Red","Jakarta","Apelindo",9199000,16,383292,4.9,"apple"
"SAMSUNG A50","Batam","animefigure",4e+06,9,166667,4.9,"samsung"
"XIAOMI REDMI 5A RAM 2/16GB GREY/GOLD RESMI TAM","Jakarta","Agnie Cake",1389000,188,57875,4.9,"xiaomi"
"Nokia 8110 4g","Jakarta","central adi solusindo",1200000,19,50000,4.8,"nokia"
"SAMSUNG GALAXY A7 2018","Bekasi","TriStar 68 Cell",3199000,95,133292,4.8,"samsung"
"Xiaomi Redmi Note 7 3 32 Garansi Tam","Kab. Bekasi","GCO",2700000,8,112500,4.6,"xiaomi"
"IPHONE 7 128GB JETBLACK SECOND FULLSET ORI","Mataram","indoprimastore",5e+06,9,208334,5,"apple"
"[New] Gome U7 Ram 4GB Internal 64GB Garansi Distributor","Jakarta","3Pro E-Store",1295000,94,53959,4.9,"lain-lain"
"Vivo V15 (6GB/64GB) - Glamour Red","Pontianak","yulz shop",4399000,9,183292,4.4,"vivo"
"xiaomi redmi 6A 2Gb/16Gb","Surabaya","Tommio Store",1399999,16,58334,4.9,"xiaomi"
"Xiaomi Mi Note Bamboo 3/16 Garansi 1 Tahun","Malang","TDK Mart",1550000,9,64584,5,"xiaomi"
"samsung galaxy m20 [3/32GB]","Kab. Bekasi","GCO",2750000,8,114584,4.8,"samsung"
"OPPO A3S 3GB","Bekasi","Shine store 3",3e+06,9,125000,4.9,"oppo"
"HANDSFREE HEADSET EARPHONE OPPO F1 PLUS ORIGINAL","Jakarta","LNA ACC",13500,12,563,4.8,"oppo"
"Hp Lipat Samsung Caramel GT-E1272","Jakarta","Surya Terang",240000,192,10000,4.9,"samsung"
"iphone 6 16gb bekas fullset","Jakarta","QQ store168",1850000,11,77084,5,"apple"
"SAMSUNG GALAXY A50 2019 GARANSI RESMI SAMSUNG INDONESIA SEIN","Jakarta","Samudera Sports",3349000,113,139542,4.9,"samsung"
"OFFICIAL Oneplus 3T 128gb / 6GB JAKARTA TOKOPEDIA PLUS 3 T","Jakarta","JUALGADGETS",6499000,44,270792,5,"oneplus"
"vivo Y91","Jakarta","twins cell new",2100000,9,87500,4.8,"vivo"
"XIAOMI REDMI 6A GARANSI RESMI (BLACK & GOLD)","Malang","Yoga Ulam",1237002,8,51542,5,"xiaomi"
"hp oppo a3s 2GB","Kab. Kudus","watong alay shop",2e+06,8,83334,4.3,"oppo"
"[NEW] Xiaomi Redmi 6A RAM 2GB Internal 16GB (2/16) Grs Resmi 1 Tahun!","Jakarta","Oceanic",1188000,191,49500,4.8,"xiaomi"
"HP ASUS ZENFONE 2 ZE551ML 16GB RAM 2GB","Jambi","FiveFeetShop",1150000,10,47917,4.9,"asus"
"Handphone Nokia 110 kamera -Dual Sim -Hitam","Jakarta","ginoaljawi acc",245000,29,10209,4.8,"nokia"
"Hp iPhone / Handphone iPhone 6S 16GB No Fingerprint - Ori ( SECOND )","Jakarta","Tulus dingital168",2e+06,15,83334,4.9,"apple"
"Oppo F7 ram 6/128 gb","Bekasi","Kayla Apple",3700000,15,154167,5,"oppo"
"Nokia 6600 Oldschool","Surabaya","REDJAPS",3002000,14,125084,5,"nokia"
"iPhone 8 Plus 256GB | NEW-SEGEL-GARANSI | iPhone 8+ 100% NEW ORIGINAL","Batam","@ EvoStore",10850000,14,452084,4.6,"apple"
"NOTE 9 - garansi resmi sein - samsung indonesia","Jakarta","happiness",10300000,10,429167,5,"samsung"
"POCOPHONE F1 6/64 GB - Hitam","Jakarta","Tok_Fed",4800000,11,2e+05,5,"xiaomi"
"VIVO Y93 3GB/32GB GARANSI RESMI","Bogor","berkahshop33",2050000,6,85417,5,"vivo"
"Samsung Galaxy S9 Plus 256GB BNIB NEW SEGEL","Kab. Bandung","tokohpmurahcom",10980000,17,457500,5,"samsung"
"Advan A8 LTE RAM 4GB Garansi Resmi","Medan","raja ponsel.",1700000,15,70834,4.7,"lain-lain"
"SIAP KIRIM - iPhone 8 64GB / 64 GB RED Garansi Apple 1th NON AKTIF","Jakarta","tokohapedia",9199000,14,383292,5,"apple"
"SAMSUNG PITON B310 GURU MUSIC 2 MURAH BARU Toko Surabaya","Surabaya","AGP Cellular",265000,16,11042,4.7,"samsung"
"OPPO F11","Jakarta","MJ Cellular Fatmawati",4e+06,11,166667,5,"oppo"
"(PROMO 8 Plus 64gb) iPhone 8+ 64 gb space grey BNIB Garansi apple 1 th","Jakarta","Big Berry Cellular",10220000,15,425834,4.7,"apple"
"NOKIA 3","Gunungsitoli","Richie Rich Tekno",1500000,15,62500,5,"nokia"
"Apple iPhone 8 Plus 64GB (Red Product) ORIGINAL Garansi Distributor","Jakarta","HIGH GADGET STORE",8100000,11,337500,4.7,"apple"
"iPhone 7 Plus, Red, 128GB Garansi Apple Internasional","Surabaya","Infinite Cell",12500000,21,520834,5,"apple"
"Samsung Galaxy J2 Core 1/8GB Garansi Resmi SEIN","Jakarta","Gudang-HP",1025000,189,42709,4.8,"samsung"
"Nokia 6.1 plus garansi resmi nokia indonesia","Jakarta","Idola Cellular",2750000,183,114584,4.9,"nokia"
"SONY Z4 BIG SEKEN ORIGINAL","Kab. Tangerang","autostore1",710000,23,29584,4.1,"sony"
"Samsung M20 3/32 Gb Garansi Resmi Samsung","Jakarta","putraborneo88",2750000,9,114584,4.7,"samsung"
"SONY XPERIA XZ2 64GB RAM 4GB - NEW - BNIB - ORI","Batam","T&T Mobile",8500000,11,354167,4.7,"sony"
"HP SECOND SONY XPERIA Z5 BIG RAM 3GB ROM 32GB AU JAPAN MULUS BERGARAN","Jakarta","Season city cell",825000,287,34375,4.6,"sony"
"HUAWEI Y7 PRO","Medan","kenishia seluler",1850000,17,77084,4.9,"huawei"
"Samsung Galaxy A7 2018 4/64Gb Grs resmi Sein","Jakarta","Pluto sellular",3225000,285,134375,4.9,"samsung"
"NOKIA 216","Medan","WISHLIM SHOP",455000,16,18959,4.9,"nokia"
"XIAOMI REDMI NOTE 5 4/64 LTE PRO GARANSI RESMI","Bandung","Larispedia",2520000,15,105000,5,"xiaomi"
"xiaomi redmi note 3 smartphone 3/32","Jakarta","zafara collection",1995000,13,83125,4.8,"xiaomi"
"Vivo V11 Pro 6/64","Cirebon","Rezeki Tartel",4e+06,17,166667,5,"vivo"
"Hp Samsung Galaxy J2 Prime - 8 Gb Garansi Resmi 1 tahun - Emas","Jakarta","Vitri acc",2e+06,10,83334,4.7,"samsung"
"IPHONE 6 64GB GOLD REFURBISH","Jakarta","PhoneSeven",2200000,16,91667,5,"apple"
"iPhone 7 Plus 32GB Seken","Bandung","W3d Shop",5150000,19,214584,4.7,"apple"
"HP OPPO A37 RAM 2/16GB","Kab. Gresik","F2F shop",1925000,20,80209,4.7,"oppo"
"Samsung Galaxy A20 (3GB/32GB) merah","Jakarta","cncshope",2300000,11,95834,5,"samsung"
"Samsung B310E Phyton / Piton Garansi Resmi","Jakarta","dk-cell",285000,19,11875,4.3,"samsung"
"Xiaomi Redmi Note 6 Pro Black 64GB 4GB RAM Snap636 4G Distributor","Bandung","Vertu88Shop",2375000,14,98959,4.9,"xiaomi"
"XIAOMI REDMI NOTE 5 GOLD RAM 4GB INTERNAL 64 GRS DISTRIBUTOR","Jakarta","7EVENSHOP",1915000,28,79792,4.9,"xiaomi"
"Asus Zenfone Max Pro (M1) ZB602KL 6/64 GRANSI RESMI ASUS","Jakarta","KEDAI HP",2235000,59,93125,5,"asus"
"SAMSUNG J2 PRIME - GARANSI RESMI","Bogor","Mega Ponsel",1124000,13,46834,5,"samsung"
"[NEW] Xiaomi Redmi Note 7 RAM 4GB Internal 64GB (4/64) Grs Distri 1 Th","Jakarta","Oceanic",2360000,232,98334,4.5,"xiaomi"
"Samsung galaxy a5 2017 BNIB garansi resmi","Jakarta","kasih Acc",3300000,39,137500,4.9,"samsung"
"Xiaomi Redmi Note 2 4G LTE Ram 2GB/16GB (Grey) Garansi Distributor","Medan","TKSERBASERBI-COM",1250000,10,52084,5,"xiaomi"
"VIVO Y71 2GB RAM + 16GB ROM NEW 1TH GARANSI VIVO","Jakarta","Bigbossshop",1799000,18,74959,5,"vivo"
"SAMSUNG GALAXY S8 - 4GB RAM - 64GB - BARU - ORIGINAL - SEGEL","Batam","As Gadget Store",5550000,14,231250,4.9,"samsung"
"Strawberry – Gypsi | Handphone Slider HP Murah Kamera Bluetooth","Tangerang","Strawberry Official",140000,21,5834,4.1,"blu"
"oppo R11 64 red","Jakarta","central adi solusindo",7800000,6,325000,5,"oppo"
"iphone 7 32GB second fullset","Jakarta","excelappleshop",3296000,46,137334,4.7,"apple"
"Xiaomi Redmi note 6 pro 4/64 gb garansi","Jakarta","moshimoshicell",2290000,46,95417,4.9,"xiaomi"
"Blaupunkt Soundphone S2 Gold","Surabaya","Xen- Comp",1250000,26,52084,5,"lain-lain"
"Samsung A10 ORIGINAL GARANSI RESMI FREE MICROSD 16GB SANDISK","Tangerang","Richs Shop",1699000,12,70792,5,"samsung"
"Samsung Galaxy J7 Prime Preloved Smartphone","Jakarta","Smarter Indonesia",1399000,1,58292,5,"samsung"
"Samsung Galaxy J7 Prime Garansi Resmi 1 Tahun Segel","Surabaya","Elite jaya",2300000,16,95834,4.9,"samsung"
"Samsung A6+","Singkawang","nini 000",3400000,23,141667,4.9,"samsung"
"VIVO V15 RAM 6/64GB GARANSI RESMI 1 TAHUN VIVO INDONESIA","Tangerang","9 jaya cellular",4099000,21,170792,4.7,"vivo"
"Xiaomi POCOPHONE F1 Ram 6GB/64GB Resmi TAM","Jakarta","Babies and Kids Stuff",4699000,9,195792,5,"xiaomi"
"Samsung A50 RAM6/128GB","Tangerang","Qu Cell Accessories",4900000,35,204167,4.9,"samsung"
"XIAOMI REDMI GO","Surabaya","Puricell rame terus",865000,87,36042,5,"xiaomi"
"HP XIAOMI REDMI S2 3/32 Resmi TAM","Jakarta","TIMZ",2e+06,6,83334,5,"xiaomi"
"samsung Galaxy M20 32gb garansi RESMI SEIN","Bekasi","TriStar 68 Cell",2225000,265,92709,4.9,"samsung"
"Samsung Galaxy M10 2GB 16GB 2/16GB Garansi Resmi 1 Tahun","Jakarta","enterphone2",1495000,276,62292,4.9,"samsung"
