"product_title","location","account_seller","price","review","installment","rating","brand_hp"
"samsung j1 ace","Tangerang","Khofipah shop",650000,42,27084,5,"samsung"
"Xiaomi Redmi Note 7 Ram 3/32 Garansi Resmi TAM segelan asli BNIB","Bekasi","Cahaya Original",2139000,40,89125,5,"xiaomi"
"Xiaomi Redmi Note 4 ( Pro / 4X ) Snapdragon 4 / 64 Garansi Resmi TAM","Jakarta","Seller Handphone",2085000,142,86875,4.8,"xiaomi"
"xiaomi redmi note 3","Bandung","wiw duta ponsel",2e+06,16,83334,5,"xiaomi"
"[NEW] Xiaomi Redmi 7 RAM 3GB Internal 32GB (3/32) Grs Distributor 1 Th","Jakarta","Oceanic",1695000,335,70625,4.7,"xiaomi"
"SAMSUNG GALAXY J3 2016","Jakarta","Multi Selular",1399000,88,58292,4.8,"samsung"
"SAMSUNG GALAXY A20 3/32 - 3 GB / 32 GB - GARANSI RESMI SEIN","Jakarta","Norick Cellular",1990000,86,82917,4.9,"samsung"
"ASUS ZENFONE MAX PRO M2 ZB631KL 4/64 GARANSI RESMI - BLUE","Jakarta","Asgard Accs",3025000,54,126042,4.8,"asus"
"(TERMURAH) READY BNIB iPhone 128gb 7 PLUS BLACK MATTE grs apple inter","Jakarta","Big Berry Cellular",8900000,122,370834,4.9,"apple"
"oppo f1s new ram 3/32gb new resmi 1 tahun 4G Gold/Rosegold","Jakarta","toko mobileworld",2800000,146,116667,4.8,"oppo"
"Lcd iphone XR","Jakarta","nacha itc kuningan",4100000,95,170834,5,"apple"
"Samsung B310E Garansi SEIN","Bandung","CELLSTAR",265000,187,11042,4.6,"samsung"
"XIAOMI REDMI 5A 5 A RESMI ORIGINAL","Jakarta","Laku8pedia",1425000,97,59375,4.8,"xiaomi"
"Xiaomi MI 8 Lite Ram 4/64GB","Tangerang","hzpediashop",3e+06,32,125000,4.9,"xiaomi"
"ASUS ZenFone Max Pro M2 ZB631KL 3/32 - Garansi Resmi Asus 1 Tahun","Jakarta","Googlegadget",2310000,41,96250,5,"asus"
"Samsung Galaxy Note9 (128GB) - Metallic Copper","Jakarta","Samsung Mobile Indonesia",13499000,14,562459,4.9,"samsung"
"XIAOMI REDMI 2 4G LTE RAM 2GB ROM 16GB","Jakarta","Ep jkt",779000,228,32459,4.6,"xiaomi"
"MITO 135","Bogor","MEGA phone shop",102500,99,4271,4.6,"lain-lain"
"Iphone 7 plus 128gb fullset original like a new - Garansi !!","Jakarta","degood quality",5990000,82,249584,4.8,"apple"
"HP Second iPhone 5S - 4G Silver 16GB Original Ex iBox Resmi Indonesia","Jakarta","aiko-creative",1850000,25,77084,4.8,"apple"
"SAMSUNG GALAXY A6 PLUS","Jakarta","Karin Cellular",3075000,72,128125,5,"samsung"
"Evercoss U6B","Bekasi","consell phone",950000,19,39584,4.8,"evercoss"
"[NEW] Xiaomi Redmi S2 RAM 3GB Internal 32GB Garansi Resmi 1 Tahun!","Jakarta","Oceanic",1620000,79,67500,4.8,"xiaomi"
"iphone 4 second","Jakarta","DYA Cellular",5e+05,24,20834,5,"apple"
"Tempered Glass Xiaomi Redmi 4A","Jakarta","Oceanic",15000,170,625,4.3,"xiaomi"
"Xiaomi Redmi 5 Plus 3/32GB TAM","Jakarta","syauqishoppy",2e+06,36,83334,4.9,"xiaomi"
"Xiomi Redmi Note 5a","Jakarta","Maxi phone cell",1375000,102,57292,4.9,"xiaomi"
"Xiaomi Redmi 7 RAM 3GB Internal 32GB Garansi 1 Tahun","Jakarta","PVBLIC ONE",1725000,35,71875,4.9,"xiaomi"
"OPPO F11 Smartphone 4GB","Tangerang","Zerachiel Shop",3800000,61,158334,5,"oppo"
"Nokia N2","Surabaya","rizkyphonee",1e+06,50,41667,5,"nokia"
"Samsung A20 3/32gb","Jambi","TOKO_AVEIRO",2070000,46,86250,5,"samsung"
"Xiaomi Redmi 6A garansi distributor","Surakarta","Arifka Online's",1500000,65,62500,5,"xiaomi"
"Xiaomi note 5 ram 4gb/64gb garansi distributor","Malang","DNY FACTORY",2235000,29,93125,5,"xiaomi"
"ASUS ZENFONE MAX PRO M1 ZB602KL Ram 3 Garansi Resmi","Kab. Bekasi","GCO",2150000,19,89584,4.9,"asus"
"Samsung S7 edge docomo shadow lengkap","Jakarta","wigelcell",1990000,51,82917,4.9,"samsung"
"Smartpone Nuu M4x Lite Ram 3Gb Internal 32Gb - Garansi Resmi","Jakarta","Community_Mobile",875000,35,36459,4.9,"lain-lain"
"SAMSUNG GALAXY J2 CORE","Jakarta","Karin Cellular",1200000,55,50000,5,"samsung"
"HP SAMSUNG J6 RAM 3 GARANSI RESMI","Jakarta","BINTNG ELEKTRINDO",2295000,44,95625,5,"samsung"
"Blaupunkt Sonindo J1 soundphone","Jakarta","Otw Phone",475000,21,19792,5,"lain-lain"
"Samsung Galaxy M10 Garansi Resmi","Jakarta","Damar Online Shop",1649000,40,68709,5,"samsung"
"Realme 2 3/32GB Black BNIB","Pontianak","KuRaKom",1992000,15,83000,5,"realme"
"Redmi 6A TAM","Pekalongan","GA CellularMi",1195000,65,49792,5,"xiaomi"
"ASUS ZENFONE LIVE L1 ZA550KL - 2/16 GARANSI RESMI INDONESIA","Jakarta","Apple_Boss",1250000,33,52084,4.8,"asus"
"Xiaomi Redmi 6A 2/16 Garansi TAM","Malang","Kedais Store",1230000,53,51250,5,"xiaomi"
"SAMSUNG A50","Surabaya","R4HAYU",3599000,58,149959,5,"samsung"
"OPPO A7 RAM 3/64","Jambi","TOKO_AVEIRO",2499000,50,104125,4.9,"oppo"
"Redmi 5 Plus 4/64 GARANSI RESMI TAM","Jakarta","ARLAND STORE",2100000,50,87500,5,"xiaomi"
"Sony Xperia X Performance Docomo (Batangan) Second","Jakarta","tomatoes",1299000,43,54125,5,"sony"
"Huawei Nova 3i 4/128gb - Garansi Resmi 1tahun","Jambi","younglic shop",3250000,46,135417,5,"huawei"
"Samsung J2 Prime","Semarang","Leader Komunika",1119000,47,46625,5,"samsung"
"SPC L60 HYPHONE PRO 12 GB/16 GB","Jambi","D Phone Cell",1100000,19,45834,4.9,"lain-lain"
"Samsung Galaxy S8 Plus SEIN","Jakarta","Tokoacoy",5200000,52,216667,4.8,"samsung"
"Asus zenfone max pro maxpro m1","Jakarta","DX-tronics",2e+06,11,83334,4.5,"asus"
"Xiaomi Redmi Note 5 Pro 4/64GB Garansi Distributor 1 Tahun","Jakarta","Gudang-HP",1930000,206,80417,4.8,"xiaomi"
"Termurah Apple iPhone 256GB X Gray 256 GB Grey - Garansi Resmi Apple","Jakarta","New RumahApple",14640000,127,610000,4.9,"apple"
"iphone 6 16gb garansi 1tahun platinum","Jakarta","Seven twelve",2650000,14,110417,5,"apple"
"SAMSUNG GALAXY J2 PRIME SM-G532G/DS 1.5GB/8GB GARANSI RESMI","Jakarta","engineshop",1115000,1331,46459,4.8,"samsung"
"NOKIA 8 NEW (2018) RAM 4/64GB GARANSI RESMI NOKIA INDONESIA","Jakarta","NOKIA e-store",4999900,58,208330,4.9,"nokia"
"Samsung J2 Prime garansi resmi sein","Kab. Kebumen","AMFR Phone",1175000,14,48959,4.9,"samsung"
"Samsung Galaxy A2 Core Smartphone 8GB/1GB - Blue [Garansi Resmi]","Jakarta","KartuPerdana",1014000,11,42250,5,"samsung"
"XIAOMI REDMI 6 GARANSI RESMI (4/64GB)","Jakarta","Karin Cellular",1825000,63,76042,5,"xiaomi"
"Huawei Y7 PRO Ram 3GB Internal 32GB Garansi Resmi 1 Tahun","Jakarta","XIAOMI PARTNER PLAZA",1799000,41,74959,4.9,"huawei"
"Samsung J2 Prime Garansi Resmi","Kab. Grobogan","Pwh Store",1135000,62,47292,4.9,"samsung"
"Xiaomi Redmi Note 3 Pro 3/32GB","Medan","Jaya Mulia Ponsel",1350000,123,56250,4.5,"xiaomi"
"Samsung B310E","Bandung","DiamondCell",275000,149,11459,4.8,"samsung"
"Nokia C3","Bekasi","indo success",280000,113,11667,4.2,"nokia"
"ADVAN HAMMER R1S","Kab. Bogor","Yin cell",119000,17,4959,4.8,"lain-lain"
"Samsung Galaxy J7 PRO - Garansi SEIN","Kab. Sleman","Toko KembarJaya",3e+06,162,125000,4.8,"samsung"
"Vivo Y93 ram 3/32","Mataram","Rumah Gadged Online Lbk",2e+06,19,83334,5,"vivo"
"Mandiri e-Money Disney Tsum Tsum – Toy Story","Jakarta","ERAFONE",50000,19,2084,5,"lain-lain"
"Nokia 6.1 Plus 2018 4/64 RAM 4GB ROM 64GB GARANSI RESMI NOKIA","Jakarta","Cellular Mas",2675000,85,111459,4.9,"nokia"
"handphone iphone","Surabaya","delarsa onlineshop",4e+06,33,166667,5,"apple"
"CASING XIAOMI Mi A1 Mi 5X CASE","Jakarta","Putri Shofie",20000,25,834,4.8,"xiaomi"
"Xiaomi Redmi 2 1/8GB grey Garansi Distributor 1 Tahun","Jakarta","werewolf cellular",525000,85,21875,4.7,"xiaomi"
"Redmi note 4 x 3/32","Jakarta","UniqueGadget",2e+06,20,83334,5,"xiaomi"
"XIAOMI REDMI 6A 2/16 RAM 2GB ROM 16GB GARANSI RESMI TAM","Kab. Kudus","foedzshop",1192900,44,49705,5,"xiaomi"
"Xiaomi Redmi 6A - 2/16Gb - Grs resmi Tam","Jakarta","Pluto sellular",1199000,164,49959,4.9,"xiaomi"
"Realme U1- Al 25mp 3/32gb","Kab. Banyumas","Amoy Collection",2590000,17,107917,4.9,"realme"
"xiaomi redmi 5 plus 4/64 grs tam 1 th","Jakarta","Lowprofile cellular",2349000,164,97875,4.8,"xiaomi"
"IPHONE 7 PLUS 128 GB GARANSI DISTRIBUTOR 1 TAHUN","Jakarta","GoodCell",5350000,41,222917,5,"apple"
"SAMSUNG GALAXY J2 prime silver garansi resmi SAMSUNG","Kab. Tangerang","Ace Phonecell",1107900,45,46163,4.8,"samsung"
"Redmi Note 7 Case Rugged Armor - casing cover xiaomi redmi note 7 pro","Jakarta","i-case",41700,48,1738,4.7,"xiaomi"
"HP Sony Z4 Compact","Semarang","Jati Sukses",1000100,53,41671,5,"sony"
"Meizu C9 2/16 - Resmi","Kab. Bekasi","JPstore Accessories",815000,19,33959,4.7,"meizu"
"Xiaomi Redmi Note 7 4GB/64GB","Jakarta","Indokom Store",2799000,255,116625,4.9,"xiaomi"
"Google Pixel 2 64Gb/Ram 4Gb/Fullset - Seken Original 100%","Bandung","Bandung Termurah",3250000,19,135417,4.5,"google pixel"
"Xiaomi Redmi 6A 2/16 Garansi TAM","Semarang","mas akbar",1190000,30,49584,4.9,"xiaomi"
"Samsung Galaxy A20 Garansi Resmi SEIN","Surabaya","KleCell",2010000,42,83750,5,"samsung"
"Nokia 8110 4G Pisang Black/Yellow","Tangerang","daffaolshop23",1200000,15,50000,5,"nokia"
"XIAOMI MI 6X (6/64GB)","Jakarta","Karin Cellular",2825000,52,117709,5,"xiaomi"
"Oppo A5s Ram 2/32 Garansi Resmi","Jakarta","DK.J phone cell",1999000,54,83292,5,"oppo"
"Samsung Galaxy A9 2018 Ram 6GB 128GB Original New","Batam","Wendy OLS",4900000,31,204167,5,"samsung"
"redmi 6 3/32 gb disributor","Tangerang","intishopp",1500000,56,62500,4.9,"xiaomi"
"OPPO A57 - BLACK EDITION","Jakarta","Grandstore cell",2725000,128,113542,4.8,"oppo"
"Samsung Galaxy J2 Prime 4G LTE","Jakarta","ucell cempaka",1135000,127,47292,4.9,"samsung"
"Nokia 105","Bekasi","Fashion en Gadget",245000,28,10209,4.6,"nokia"
"VIVO Y17 4/128","Jakarta","VIVO oficial",2635999,37,109834,4.9,"vivo"
"Asus Zenfone 5 ZE620KL RAM 4 / ROM 64 GARANSI TAM","Kab. Ponorogo","Superium",3249000,65,135375,4.9,"asus"
"XIAOMI REDMI 6 GARANSI RESMI (3/32GB)","Jakarta","Karin Cellular",1635000,58,68125,5,"xiaomi"
"APPLE IPHONE 64GB 6S GOLD - GARANSI DISTRIBUTOR 1 TAHUN","Jakarta","Gadget Lee",2499000,84,104125,4.7,"apple"
"Hp Vivo Y93 3/32gb","Tangerang Selatan","ULTRA MEDIA PAMULANG",1999000,46,83292,5,"vivo"
"xiaomi redmi 5 plus 3gb /32gb","Bandung","waringin supercom",2e+06,17,83334,4.9,"xiaomi"
"Wiko Game Changer Robby2 4G sejenis VIVO/OPPO/SAMSUNG","Medan","Fuzita Hobbies",1150000,57,47917,5,"wiko"
"OPPO F1S BARU GARANSI RESMI OPPO 1 TAHUN","Jakarta","BEST PONSEL",2799000,59,116625,4.8,"oppo"
"Xiaomi Redmi 6A RAM 2/16 Garansi Resmi TAM","Kab. Bantul","Cellphone Case",1193500,20,49730,5,"xiaomi"
"hp mini zanco","Kab. Deli Serdang","Karya Elegan",250000,40,10417,4.5,"lain-lain"
"Samsung Galaxy A20 Garansi Resmi SEIN","Surabaya","ActionCam Surabaya",2100000,51,87500,4.9,"samsung"
"BLACKVIEW BV9000 PRO 128GB RAM 6GB - NEW - BNIB - 100% ORI","Batam","T&T Mobile",3820000,67,159167,4.5,"lain-lain"
"Samsung M20 new garansi resmi sein ram 3gb internal 32gb warna black","Jakarta","vanilla mobile new",2240000,16,93334,4.9,"samsung"
"Realme 2 Ram 3GB Rom 32GB Garansi Resmi","Jakarta","AZ Eletronik",2250000,20,93750,4.9,"realme"
"Apple Iphone 6s Plus 16GB Garansi Distributor 1 Tahun","Jakarta","Jackquez",3250000,52,135417,5,"apple"
"ASUS ZENFONE 2 ZE551ML RAM4GB ROM 32GB","Jakarta","Ep jkt",2199000,45,91625,4.5,"asus"
"redmi 6A TAM","Jakarta","hapehapeku21",1188000,111,49500,4.9,"xiaomi"
"XIAOMI Mi A1 RESMI ORIGINAL DUAL CAMERA 4GB 64GB","Jakarta","Laku8pedia",1999000,90,83292,4.9,"xiaomi"
"oppo F11 pro 6GB/64GB 100jt% Garansi Resmi Oppo INDONESIA","Jakarta","NUMBER One CELLULAR",4299000,56,179125,5,"oppo"
"Xiaomi Redmi 6A 2/16GB Garansi Distributor","Jakarta","Gudang-HP",1129000,636,47042,4.9,"xiaomi"
"Xiaomi Redmi 6A TAM","Kab. Tuban","Dewi sukemi",1190000,91,49584,4.9,"xiaomi"
"Asus Zenfone 5 ZE620KL RAM 4GB ROM 64GB GARANSI RESMI ASUS","Jakarta","Angel Hokky Store",2875000,84,119792,5,"asus"
"VIVO V15 ROYAL BLUE","Kab. Tangerang","Vivo Indonesia",4099000,21,170792,4.7,"vivo"
"NEW PROMO VIVO V11 PRO RAM 6GB INTERNAL 64GB (FIFO V 11 6/64 GB) 6.41""","Kab. Nganjuk","El-Collection",4623300,45,192638,5,"vivo"
"Redmi 6A tAm warna random","Kab. Pati","Barokah_Super",1215000,60,50625,4.9,"xiaomi"
"Samsung Galaxy A7 2018","Surabaya","GrosirOtomotif",4e+06,18,166667,5,"samsung"
"Realme 3 Pro Garansi Resmi Snapdragon 710 P710 Real Me Rilmi Realmi","Jakarta","Laku8pedia",3299000,100,137459,4.9,"realme"
"Nokia 105 2017 NEO DUAL SIM GARANSI RESMI NOKIA","Jakarta","Cellular Mas",237000,129,9875,4.9,"nokia"
"HUAWEI HONOR VIEW 20 HONOR V20 128GB RAM 6GB - NEW - BNIB - 100% ORI","Jakarta","Origadget",5950000,27,247917,5,"huawei"
"Samsung Galaxy A50 6/128","Surabaya","Mayumi Japan Store",4245000,50,176875,4.9,"samsung"
"OPPO A5S RAM 2/32","Surabaya","R4HAYU",2e+06,50,83334,5,"oppo"
"strawberry s1272 mirip samsung lipat samsung flip samsung 1272","Bandar Lampung","JRTOKO",168000,125,7000,4.7,"samsung"
"Apple Iphone 6 Plus 16gb Space Gray - Garansi Distributor 1 Tahun","Jakarta","Gadget Lee",2325000,85,96875,4.8,"apple"
"xiaomi redmi 6 ram 3/32GB","Kab. Jember","brianstore23",1600000,18,66667,4.9,"xiaomi"
"Samsung Galaxy J2 Prime ram 1.5GB internal 8GB Garansi SEIN Indonesia","Bandung","prima phone indo",1170000,17,48750,5,"samsung"
"Samsung Galaxy A20 3/32GB Garansi Resmi Sein","Jakarta","Indigo Celuler",1995000,38,83125,4.8,"samsung"
"Xiaomi A2 4 / 64 gb","Jakarta","phoebe",4e+06,58,166667,5,"xiaomi"
"Nokia 106 DUAL SIM GARANSI RESMI NOKIA","Jakarta","Cellular Mas",230000,48,9584,5,"nokia"
"Apple iphone 6s second iPhone 6s 64 second murah internasional","Jakarta","moshimoshicell",2850000,21,118750,4.5,"apple"
"Apple Iphone 7 32GB Garansi Distributor 1 Tahun","Jakarta","Jackquez",3999000,56,166625,5,"apple"
"Oppo A7 baru garansi resmi 1 tahun ram 4gb internal 64gb warna gold","Jakarta","vanilla mobile new",2499000,70,104125,4.9,"oppo"
"OPPO A5S RAM 3/32GB GARANSI RESMI 1TAHUN DAN 6 BULAN ACC","Jakarta","Star-ponsel",1910000,35,79584,4.8,"oppo"
"Xiaomi Redmi Note 7 TAM","Jakarta","VodaPGC",2550000,45,106250,4.8,"xiaomi"
"redmi 6a garansi TAM","Jakarta","huangShopper",1190000,40,49584,4.8,"xiaomi"
"ASUS ZENFONE MAX M2 ZB663KL 3/32GB GARANSI RESMI","Jakarta","VISTAR518",1725000,31,71875,4.8,"asus"
"OPPO A71 GARANSI RESMI OPPO 1 TAHUN","Jakarta","Gadget Shop888",1749900,89,72913,4.8,"oppo"
"samsung j2prime","Semarang","Maseolshop",1135000,27,47292,5,"samsung"
"Xiaomi Redmi 5 Plus 3/32 Snapdragon 625","Kab. Sidoarjo","Brother_Elektronik_Sby",1990000,49,82917,4.9,"xiaomi"
"Samsung Galaxy J7 Pro - Garansi Resmi SEIN","Jambi","Wendy cell jambi",3520000,52,146667,5,"samsung"
"[HOT PRICE]iPhone 7 Plus 128GB Black BNIB Garansi 1 Tahun Apple FU ORI","Jakarta","New Rizkyapple",9350000,102,389584,4.9,"apple"
"Handphone Samsung Galaxy A6+","Jambi","VIP Jambi",3100000,44,129167,5,"samsung"
"Samsung Galaxy A50 SEIN","Surabaya","SuperBat Gadget Store",4e+06,45,166667,5,"samsung"
"Xiaomi pocophone F1 Ram 6/128GB","Tangerang","hzpediashop",4900000,43,204167,5,"xiaomi"
"Samsung Galaxy A30 Ram 4GB Rom 64GB","Surabaya","ActionCam Surabaya",2800000,42,116667,5,"samsung"
"Realme C1 2019 2/32 RAM 2GB ROM 32GB GARANSI RESMI","Jakarta","Supplier Sparepart HP",1480000,49,61667,4.8,"realme"
"Xiaomi Redmi Note 6 Garansi Tam 1 Tahun","Surakarta","Arifka Online's",2500000,48,104167,4.9,"xiaomi"
"Samsung Galaxy S10 128GB Prism White Garansi Resmi","Jakarta","Samsung Mobile Indonesia",12160000,9,506667,5,"samsung"
"Sony Z5 big Original Mulus Like New","Tangerang","Asia ponsel88",945000,75,39375,4.6,"sony"
"sony z4 big z3+ ram 3/32","Kab. Pati","Gokil Production",1e+06,42,41667,5,"sony"
"oppo f11pro 6/64gb garansi resmi 1th","Tangerang Selatan","yura.olshop",4599000,13,191625,5,"oppo"
"Xiaomi MiA1 Mi A1 - Spigen LIKE Rugged Armor Carbon Fiber Case","Jakarta","Bro Papao",77000,115,3209,4.7,"xiaomi"
"REALME C2 RAM 2 INTERNAL 16 - GARANSI RESMI","Magelang","vickersson",1310000,11,54584,4.9,"realme"
"Vivo V5S - Garansi Resmi 2 Tahun BNIB","Tangerang","cHacHa88",4e+06,11,166667,4.7,"vivo"
"Xiaomi Redmi 5A Ram 2 Gb Rom 16 Gb - Garansi TAM Resmi","Tangerang","LS Mobile",1420000,19,59167,5,"xiaomi"
"realme C2 ram 3gb rom 32gb Garansi resmi 3/32gb Kamera Ganda","Jakarta","Xiangyun Mall",1529000,46,63709,4.7,"realme"
"IPHONE 6 Black 16GB Second","Jakarta","Ideas Workspace",2500000,45,104167,5,"apple"
"headset bluetooth wireless / airpod","Jakarta","Jenov shop",65000,49,2709,5,"blu"
"HP Samsung Galaxy J2 Pro 2018","Kab. Sukoharjo","Bharata 17",1550000,50,64584,4.9,"samsung"
"Oppo A3S ram 3","Jakarta","sinar makmur22",2150000,34,89584,4.7,"oppo"
"Samsung Galaxy A10 2/32 Resmi Sein","Tegal","TrenSelular",1508000,43,62834,4.9,"samsung"
"Motorola Moto C RAM 1GB INTERNAL 16GB GARANSI RESMI MOTOROLA","Jakarta","Cellular Mas",799000,75,33292,4.9,"motorola"
"oppo f11 pro ram 6GB / 64 Gab","Jakarta","ecotechno",4600000,39,191667,5,"oppo"
"Xioami Redmi Note 3 2/16 Original Garansi 1 Tahun","Kab. Bekasi","Brandon Harvest",1049000,90,43709,4.7,"xiaomi"
"Vivo Y17 Ram 4GB Rom 128GB","Mojokerto","CV.Suncell",2650000,86,110417,5,"vivo"
"TERMURAH iPhone 64GB X Silver ORIGINAL Garansi 1 Tahun Apple","Jakarta","New Rizkyapple",12550000,95,522917,4.9,"apple"
"HP XIAOMI REDMI 6A TAM GOLD + BONUS TEMPERGLASS (GARANSI RESMI TAM)","Kab. Tangerang","MEGAH TEAM",1202000,127,50084,5,"xiaomi"
"Asus Zenfone 4 Max Pro ZC554KL ( Gold ) Free Case Garansi Resmi","Jakarta","ucell cempaka",1750000,108,72917,4.8,"asus"
"Nokia 7070","Bekasi","indo success",250000,8,10417,4.5,"nokia"
"Samsung A20 3/32 Resmi Sein","Tegal","TrenSelular",2035000,48,84792,4.9,"samsung"
"Hp Samsung Galaxy J2 Prime Garansi Resmi","Jakarta","JAWA STORE",1165000,92,48542,4.8,"samsung"
"EVERCOSS R50A RAM 2GB/16GB","Bekasi","consell phone",640000,42,26667,4.6,"evercoss"
"Xiaomi Redmi 6A Garansi Resmi TAM","Kab. Kudus","Avin Jaya",1187900,115,49496,4.9,"xiaomi"
"samsung J7 pro garansi resmi gold dan black NEW","Tangerang","Guppyshop",4e+06,37,166667,5,"samsung"
"Blackview BV9000 Pro 6 128GB Original IP68 Waterproof","Kab. Tangerang","Five star cellular",3830000,69,159584,4.8,"lain-lain"
"SAMSUNG B310 PITON","Jakarta","TokoDwiCitra",280000,79,11667,4.9,"samsung"
"xiaomi redmi 6A 2/16 TAM","Kab. Tulungagung",".md",1209999,44,50417,5,"xiaomi"
"XIAOMI MI PLAY 4/64 New Garansi Distri 1 tahun","Kab. Tangerang","MEGAH TEAM",1825000,38,76042,5,"xiaomi"
"Samsung Galaxy A6+ / A6 Plus 2018 Garansi Resmi 1 Tahun","Surabaya","Elite jaya",2600000,23,108334,4.8,"samsung"
"XIAOMI REDMI 4A RAM 2GB INTERNAL 16GB QUADCORE 100% NEW GARANSI 1 THN","Kab. Klaten","Centra Grosir City",1179000,111,49125,4.1,"xiaomi"
"Asus Zenfone 3 Zoom ZE553KL RAM 4GB INTERNAL 64GB GARANSI RESMI ASUS","Jakarta","Cellular Mas",2175000,164,90625,4.9,"asus"
"Samsung Galaxy J4 2018 Ram 2/32 GB Garansi Resmi Samsung Sein","Jakarta","putraborneo88",1980000,38,82500,5,"samsung"
"Xiaomi Redmi 5 32GB 3GB RAM","Kab. Lumajang","LathepShopp",2e+06,53,83334,4.9,"xiaomi"
"Asus zenfone max pro M1 zb602kl ram 6/64GB","Jakarta","kyan cell",3150000,53,131250,5,"asus"
"[New] Nokia 105 Dual Sim Garansi Resmi TAM 1 tahun","Kediri","Cellindo",215000,220,8959,4.8,"nokia"
"vivo v15 Ram 6GB ROM 4GB. garansi resmi 2 tahun","Surabaya","Roos market",4975000,26,207292,5,"vivo"
"Redmi 6A TAM","Surabaya","edrusalbar",1195000,46,49792,4.9,"xiaomi"
"Lcd apple watch 3 38mm gps original","Jakarta","nacha itc kuningan",3e+06,69,125000,5,"apple"
"Xiaomi Redmi Note 7 4/64 Ram 4gb Rom 64gb Garansi Resmi","Jakarta","Maxi phone cell",2565000,42,106875,5,"xiaomi"
"Xiaomi Mi A1 - Hitam [64GB/4GB] Resmi TAM 1 Tahun","Jakarta","ucell cempaka",1850000,101,77084,4.9,"xiaomi"
"Xiaomi Redmi Go Garansi Distributor 1GB RAM 8GB ROM","Pekanbaru","Phen Batam Bag",899000,45,37459,5,"xiaomi"
"HP JADUL NOKIA 6300 ORIGINAL REFURBISH GARANSI DISTRIBUTOR 1 BULAN","Jakarta","Lucky_89 Store",205000,128,8542,4.6,"nokia"
"XIAOMI MI NOTE 3 64GB RAM 6GB - NEW - BNIB - 100% ORI","Batam","T&T Mobile",2990000,74,124584,4.7,"xiaomi"
"Samsung Galaxy S7 Edge 32Gb Single Fullset layar bergaris","Jakarta","CahayaNoviCell",1600000,30,66667,4.9,"samsung"
"Samsung Galaxy A7 2016","Jakarta","Cellular Mas",2325000,67,96875,5,"samsung"
"HP VIVO Y91 RAM 2/16GB","Jakarta","star Cell Official",2e+06,52,83334,5,"vivo"
"Samsung Galaxy A10 2/32Gb Grs resmi Sein","Jakarta","Pluto sellular",1510000,191,62917,4.9,"samsung"
"xiaomi redmi note7 3/32 garansi distributor 1tahun","Jambi","younglic shop",2500000,41,104167,5,"xiaomi"
"SAMSUNG Galaxy J2 Prime - Metallic Gold","Jakarta","premiumcaseiphone",1600000,44,66667,5,"samsung"
"Asus Zenfone 4 Selfie ZD553KL 4/64 GARANSI RESMI ASUS","Jakarta","Cellular Mas",1550000,88,64584,4.9,"asus"
"Oppo A5S 2/32 - Grs Resmi Oppo","Kab. Bekasi","JPstore Accessories",1980000,50,82500,4.9,"oppo"
"NOKIA X2-00 (GSM) ORIGINAL GARANSI 1 BULAN","Kab. Bekasi","Brandon Harvest",249000,101,10375,4.5,"nokia"
"XIAOMI 6 RAM 3gb 32gb ai camera","Bandung","phone cell xiaomi3",2e+06,16,83334,5,"xiaomi"
"(LGSG KIRIM) iPhone 256GB 256 GB X 10 Silver BNIB Garansi Apple 1Thn","Jakarta","Iphone X Original",14450000,103,602084,4.8,"apple"
"Asus ZENFONE LIVE L2 2/16 RAM 2GB INTERNAL 16GB GARANSI RESMI ASUS","Jakarta","Angel Phone Shop",1009000,14,42042,4.9,"asus"
"APPLE IPHONE 16GB 6S GOLD - GARANSI DISTRIBUTOR 1 TAHUN","Jakarta","Gadget Lee",2250000,80,93750,4.8,"apple"
"NEW SAMSUNG GALAXY J1 MINI / 4.0"" / RAM 1GB /INTERNAL 8GB /KAMERA 5MP","Jakarta","ucell cempaka",925000,40,38542,4.8,"samsung"
"VIVO Y81 RAM 2GB ROM 16GB GARANSI RESMI VIVO 1 TAHUN","Jakarta","NEW STAR PHONEE",1899000,45,79125,5,"vivo"
"Samsung Galaxy J7 Pro Garansi Resmi","Jakarta","ucell cempaka",2575000,69,107292,4.8,"samsung"
"SAMSUNG J2 PRIME","Jakarta","Just Happy Store",1130000,36,47084,4.9,"samsung"
"Sony Xperia Z4 Compact Seken Original","Kab. Tangerang","autostore1",540000,75,22500,4.6,"sony"
"handphone xiomi redmi 6A","Surabaya","GoneGoing",2e+06,39,83334,5,"xiaomi"
"Samsung A7 2018 RAM 4 GB/ 64 GB","Jakarta","Deesnedy Store",4450000,41,185417,5,"samsung"
"Xiaomi MI8 Global Black ram 6 internal 128 New Garansi","Medan","IDOLA COM",4758000,28,198250,5,"xiaomi"
"Samsung Galaxy J6 Plus / J6+ 4/64 RAM 4GB ROM 64GB GARANSI RESMI SEIN","Jakarta","Cellular Mas",2275000,151,94792,4.9,"samsung"
"[HOT PRICE]iPhone 7 32GB Black BNIB Garansi 1 Tahun Apple FU ORIGINAL","Jakarta","New Rizkyapple",8150000,104,339584,4.9,"apple"
"Samsung Galaxy A50 6/128 RAM 6GB ROM 128GB GARANSI RESMI SEIN","Jakarta","Supplier Sparepart HP",4150000,40,172917,4.8,"samsung"
"OPPO A7 4/64 GARANSI RESMI","Jakarta","SKW PHONE",2450000,24,102084,4.9,"oppo"
